,peak_id,gene_short_name
12495,chr7_114635460_114636336,Calca
12496,chr7_115824351_115825692,Sox6
12497,chr7_116029696_116034943,Sox6
12498,chr7_116029696_116034943,Sox6os
12499,chr7_116038605_116040850,Sox6
12500,chr7_116092362_116094168,1110004F10Rik
12501,chr7_116092362_116094168,1700003G18Rik
12502,chr7_116237074_116238033,Plekha7
12503,chr7_116306895_116309238,Plekha7
12504,chr7_116333498_116334884,Rps13
12505,chr7_116442704_116444569,Pik3c2a
12506,chr7_116503609_116505087,Nucb2
12507,chr7_117380167_117382154,Xylt1
12508,chr7_118115274_118116938,Rps15a
12509,chr7_118128582_118130372,Arl6ip1
12510,chr7_118242795_118244768,4930583K01Rik
12511,chr7_118242795_118244768,Smg1
12512,chr7_118443305_118443733,Syt17
12513,chr7_118447245_118449136,Syt17
12514,chr7_118490680_118492228,Itpripl2
12515,chr7_118532399_118533936,Coq7
12516,chr7_118583874_118585282,Tmc7
12517,chr7_118592411_118595685,B230311B06Rik
12518,chr7_118596254_118596429,Tmc5
12519,chr7_118597373_118597381,Tmc5
12520,chr7_118704863_118706306,Gde1
12521,chr7_118712163_118713350,Ccp110
12522,chr7_118739740_118741391,9030624J02Rik
12523,chr7_118855056_118856402,Knop1
12524,chr7_118992441_118996605,Gprc5b
12525,chr7_119183931_119186806,Gpr139
12526,chr7_119525949_119526394,Acsm5
12527,chr7_119793545_119794619,Eri2
12528,chr7_119793545_119794619,Rexo5
12529,chr7_119894644_119896870,Dcun1d3
12530,chr7_119894644_119896870,Lyrm1
12531,chr7_120102106_120103206,Tmem159
12532,chr7_120201024_120202293,Crym
12533,chr7_120203699_120204245,Abca14
12534,chr7_120327248_120328018,Abca15
12535,chr7_120597350_120598362,E130201H02Rik
12536,chr7_120634477_120636089,Uqcrc2
12537,chr7_120670095_120670707,Pdzd9
12538,chr7_120677047_120678398,Mosmo
12539,chr7_120842376_120844735,Eef2k
12540,chr7_120917309_120918993,Polr3e
12541,chr7_120981332_120983142,Cdr2
12542,chr7_120981332_120983142,Mfsd13b
12543,chr7_121033832_121035775,Mettl9
12544,chr7_121083071_121083443,Otoa
12545,chr7_121391220_121393034,Hs3st2
12546,chr7_121589333_121589617,4933432K03Rik
12547,chr7_121706171_121708182,Usp31
12548,chr7_121733983_121735071,Scnn1g
12549,chr7_121981267_121982153,Cog7
12550,chr7_122020129_122021474,Gga2
12551,chr7_122066441_122068381,Ears2
12552,chr7_122066441_122068381,Ubfd1
12553,chr7_122101408_122102604,Ndufab1
12554,chr7_122132491_122133598,Dctn5
12555,chr7_122132491_122133598,Palb2
12556,chr7_122158744_122160014,Plk1
12557,chr7_122288624_122290503,Prkcb
12558,chr7_122670467_122671681,Cacng3
12559,chr7_122968981_122971125,4930413G21Rik
12560,chr7_122968981_122971125,Rbbp6
12561,chr7_123123599_123125310,Tnrc6a
12562,chr7_123214379_123214556,Slc5a11
12563,chr7_123369070_123370674,Arhgap17
12564,chr7_123377455_123378795,Lcmt1
12565,chr7_123499551_123501356,Zkscan2
12566,chr7_123981938_123983614,Hs3st4
12567,chr7_12422072_12423029,Zfp551
12568,chr7_124708998_124709524,3100003L05Rik
12569,chr7_12477819_12479639,Zfp606
12570,chr7_125444154_125445590,Kdm8
12571,chr7_125490800_125492213,Nsmce1
12572,chr7_125551626_125552572,Il4ra
12573,chr7_125706866_125708549,D430042O09Rik
12574,chr7_125706866_125708549,Gtf3c1
12575,chr7_126080912_126082964,Gsg1l
12576,chr7_126199467_126201114,Xpo6
12577,chr7_126271519_126275417,Sbk1
12578,chr7_126376849_126378374,Spns1
12579,chr7_126395950_126397331,Nfatc2ip
12580,chr7_126428178_126429752,Rabep2
12581,chr7_126474479_126475936,Sh2b1
12582,chr7_126486667_126487873,Tufm
12583,chr7_126501671_126504238,Atxn2l
12584,chr7_126565709_126566875,Eif3c
12585,chr7_126582774_126583862,Cln3
12586,chr7_126648605_126650078,Sgf29
12587,chr7_126694768_126696699,Bola2
12588,chr7_126694768_126696699,Slx1b
12589,chr7_126703508_126705407,Coro1a
12590,chr7_126759026_126760843,Mapk3
12591,chr7_126776291_126777574,Ypel3
12592,chr7_126779771_126781531,Tbx6
12593,chr7_126791708_126793048,Ppp4c
12594,chr7_126797913_126800237,Aldoa
12595,chr7_126822855_126824129,Fam57b
12596,chr7_126831685_126832735,4930451I11Rik
12597,chr7_126847340_126849182,Doc2a
12598,chr7_126861430_126863031,Hirip3
12599,chr7_126861430_126863031,Ino80e
12600,chr7_126884090_126885542,Taok2
12601,chr7_126897613_126898705,Tmem219
12602,chr7_126928382_126929495,Kctd13
12603,chr7_126948938_126951746,Asphd1
12604,chr7_126948938_126951746,Sez6l2
12605,chr7_126975580_126976912,Cdipt
12606,chr7_126975580_126976912,Cdiptos
12607,chr7_127016347_127017935,Pagr1a
12608,chr7_127020481_127022009,Prrt2
12609,chr7_127024922_127027999,Maz
12610,chr7_127042046_127042908,Kif22
12611,chr7_127195351_127196627,Cd2bp2
12612,chr7_127207872_127209778,Mylpf
12613,chr7_127207872_127209778,Tbc1d10b
12614,chr7_127232400_127234004,Gm4532
12615,chr7_127232400_127234004,Zfp553
12616,chr7_127243622_127245119,Zfp771
12617,chr7_127260092_127261380,Dctpp1
12618,chr7_127273311_127274548,Sephs2
12619,chr7_127345048_127346615,Zfp768
12620,chr7_127375484_127376507,Zfp747
12621,chr7_127386705_127387508,9130019O22Rik
12622,chr7_127393063_127394306,E430018J23Rik
12623,chr7_127406276_127407136,Zfp764
12624,chr7_127421435_127422727,Zfp688
12625,chr7_127448297_127449927,Zfp689
12626,chr7_127470307_127472478,Prr14
12627,chr7_127511211_127513395,1700008J07Rik
12628,chr7_127511211_127513395,Srcap
12629,chr7_127572717_127573897,Phkg2
12630,chr7_127587767_127589176,Ccdc189
12631,chr7_127587767_127589176,Rnf40
12632,chr7_127614488_127616096,Zfp629
12633,chr7_127707660_127709484,Bcl7c
12634,chr7_127707660_127709484,Mir762
12635,chr7_127712311_127713542,Ctf1
12636,chr7_127744168_127747404,Fbxl19
12637,chr7_127768420_127770765,Orai3
12638,chr7_127776208_127778117,Setd1a
12639,chr7_127800242_127801060,Hsd3b7
12640,chr7_127823640_127825071,Stx1b
12641,chr7_127840768_127842843,Stx4a
12642,chr7_127875031_127877459,Zfp668
12643,chr7_127894847_127896767,Vkorc1
12644,chr7_127903782_127904757,Bckdk
12645,chr7_127911875_127912976,Kat8
12646,chr7_127966520_127968699,Fus
12647,chr7_12818081_12819312,Zfp329
12648,chr7_128237011_128239273,9130023H24Rik
12649,chr7_128237011_128239273,Armc5
12650,chr7_128246441_128247911,Tgfb1i1
12651,chr7_128297428_128299380,BC017158
12652,chr7_12834274_12835790,Zfp110
12653,chr7_128417595_128419024,Rgs10
12654,chr7_128460001_128462752,Tial1
12655,chr7_128523286_128524498,Bag3
12656,chr7_128610705_128612018,Inpp5f
12657,chr7_128687431_128691368,Inpp5f
12658,chr7_128739188_128741041,Mcmbp
12659,chr7_128744330_128745689,Sec23ip
12660,chr7_12880554_12881750,Zfp128
12661,chr7_12897321_12898336,Zscan22
12662,chr7_12921284_12922831,Rps5
12663,chr7_129256455_129257389,Plpp4
12664,chr7_12926973_12927035,Rnf225
12665,chr7_129591383_129592716,Wdr11
12666,chr7_12965236_12966648,Zfp324
12667,chr7_12977305_12978811,Zfp446
12668,chr7_129962208_129962609,Gm4265
12669,chr7_13008843_13010509,Zbtb45
12670,chr7_13022563_13025476,Trim28
12671,chr7_130260002_130267180,Fgfr2
12672,chr7_13033988_13035415,Chmp2a
12673,chr7_13037288_13039053,Ube2m
12674,chr7_130518669_130520651,Ate1
12675,chr7_13053824_13055390,Mzf1
12676,chr7_130546449_130547814,Nsmce4a
12677,chr7_130576813_130577430,Tacc2
12678,chr7_130692047_130694268,Tacc2
12679,chr7_130865238_130866773,Plekha1
12680,chr7_130935532_130937107,Htra1
12681,chr7_131362085_131363539,2310057M21Rik
12682,chr7_131370839_131372192,Pstk
12683,chr7_131409493_131411401,Acadsb
12684,chr7_131409493_131411401,Ikzf5
12685,chr7_131542142_131542795,Hmx3
12686,chr7_131553768_131553931,Hmx2
12687,chr7_131559848_131561065,Bub3
12688,chr7_131965927_131967644,Gpr26
12689,chr7_132153538_132154849,Cpxm2
12690,chr7_132315337_132317691,Chst15
12691,chr7_132315337_132317691,Gm10584
12692,chr7_132575429_132577011,Oat
12693,chr7_132599583_132600234,Nkx1-2
12694,chr7_132610154_132611138,Lhpp
12695,chr7_13278067_13279428,Lig1
12696,chr7_13278067_13279428,Zswim9
12697,chr7_132786045_132786946,Fam53b
12698,chr7_132810321_132814408,Fam53b
12699,chr7_132851897_132853092,Eef1akmt2
12700,chr7_132858772_132859828,Abraxas2
12701,chr7_132930587_132932388,Zranb1
12702,chr7_133015478_133015712,Ctbp2
12703,chr7_133121370_133125032,Ctbp2
12704,chr7_133636613_133639168,Edrf1
12705,chr7_133708600_133709816,Bccip
12706,chr7_133708600_133709816,Uros
12707,chr7_133759557_133760449,Dhx32
12708,chr7_133776001_133777308,Dhx32
12709,chr7_133776001_133777308,Fank1
12710,chr7_133783009_133783640,Dhx32
12711,chr7_134223770_134225706,Adam12
12712,chr7_134376688_134377212,D7Ertd443e
12713,chr7_134670175_134671425,Dock1
12714,chr7_134936962_134938755,Fam196a
12715,chr7_135537133_135538687,Ptpre
12716,chr7_135566019_135566428,Mir1962
12717,chr7_135715514_135717268,Mki67
12718,chr7_136267667_136268508,C030029H02Rik
12719,chr7_136894041_136894850,Mgmt
12720,chr7_137312918_137315145,Ebf3
12721,chr7_137410028_137411699,9430038I01Rik
12722,chr7_137437139_137438695,Glrx3
12723,chr7_137437139_137438695,Gm12669
12724,chr7_138396148_138399285,Tcerg1l
12725,chr7_138845282_138847391,Mapk1ip1
12726,chr7_138845282_138847391,Ppp2r2d
12727,chr7_138908863_138910335,Bnip3
12728,chr7_138940116_138941996,Jakmip3
12729,chr7_139085724_139087082,Dpysl4
12730,chr7_139187638_139189203,Stk32c
12731,chr7_139212553_139214074,Lrrc27
12732,chr7_139212553_139214074,Stk32c
12733,chr7_139247054_139249892,Pwwp2b
12734,chr7_139388208_139389898,Inpp5a
12735,chr7_139580894_139582889,Nkx6-2
12736,chr7_139683625_139685327,Cfap46
12737,chr7_139833703_139836234,Adgra1
12738,chr7_139894535_139895469,Kndc1
12739,chr7_139943775_139944824,Utf1
12740,chr7_139978177_139979254,6430531B16Rik
12741,chr7_140035806_140037219,Tubgcp2
12742,chr7_140047790_140049699,Msx3
12743,chr7_140080242_140082958,Caly
12744,chr7_140101849_140102647,Fuom
12745,chr7_140115416_140117014,Echs1
12746,chr7_140125167_140126224,Paox
12747,chr7_140137314_140138408,Mtg1
12748,chr7_140153339_140155044,Sprn
12749,chr7_140821270_140822461,Zfp941
12750,chr7_140844728_140845472,Scgb1c1
12751,chr7_140855757_140858300,Bet1l
12752,chr7_140855757_140858300,Ric8a
12753,chr7_140881521_140882808,Sirt3
12754,chr7_140941215_140942296,Pgghg
12755,chr7_140955267_140956230,Ifitm2
12756,chr7_141060084_141061973,B4galnt4
12757,chr7_141130807_141131900,Ptdss2
12758,chr7_141171941_141173364,Rnh1
12759,chr7_141193030_141195460,Hras
12760,chr7_141193030_141195460,Lrrc56
12761,chr7_141215020_141216513,Rassf7
12762,chr7_141221225_141222552,Mir210
12763,chr7_141228174_141229208,Phrf1
12764,chr7_141265989_141266723,Irf7
12765,chr7_141278673_141279462,Sct
12766,chr7_141291739_141293003,Drd4
12767,chr7_141326629_141329040,Deaf1
12768,chr7_141326629_141329040,Tmem80
12769,chr7_141391495_141392991,Taldo1
12770,chr7_141413336_141414887,Gatd1
12771,chr7_141429012_141429851,Cend1
12772,chr7_141434203_141435797,Slc25a22
12773,chr7_141436848_141438126,Slc25a22
12774,chr7_141443163_141444304,Pidd1
12775,chr7_141446846_141448188,Rplp2
12776,chr7_141446846_141448188,Snora52
12777,chr7_141454741_141456334,Pnpla2
12778,chr7_141467078_141469321,Cd151
12779,chr7_141467078_141469321,Gm10575
12780,chr7_141474706_141476932,Polr2l
12781,chr7_141474706_141476932,Tspan4
12782,chr7_141539219_141541162,Chid1
12783,chr7_141561549_141563474,Ap2a2
12784,chr7_141901783_141903054,Tollip
12785,chr7_141948809_141951478,Brsk2
12786,chr7_142060374_142061548,Mob2
12787,chr7_142093956_142096267,Dusp8
12788,chr7_142371230_142372458,Ifitm10
12789,chr7_142387252_142388593,Ctsd
12790,chr7_142435530_142435989,Syt8
12791,chr7_142470813_142471276,Lsp1
12792,chr7_142476767_142477160,Lsp1
12793,chr7_142532473_142533899,Mrpl23
12794,chr7_142578067_142578461,H19
12795,chr7_142658540_142660930,Igf2
12796,chr7_142658540_142660930,Igf2os
12797,chr7_142967639_142969460,Ascl2
12798,chr7_143052327_143053933,Cd81
12799,chr7_143052327_143053933,R74862
12800,chr7_143068308_143070099,Tssc4
12801,chr7_143295131_143296977,Kcnq1ot1
12802,chr7_143460391_143461711,Cdkn1c
12803,chr7_143501750_143502807,Phlda2
12804,chr7_143548102_143549898,Nap1l4
12805,chr7_143599480_143600709,Cars
12806,chr7_143649060_143649971,Tnfrsf22
12807,chr7_143685605_143686154,Tnfrsf23
12808,chr7_143738330_143740873,Osbpl5
12809,chr7_143783396_143785285,Mrgpre
12810,chr7_143822268_143823636,Dhcr7
12811,chr7_143822268_143823636,Nadsyn1
12812,chr7_144174087_144176414,Shank2
12813,chr7_144283595_144285564,Shank2
12814,chr7_144470159_144471413,Cttn
12815,chr7_144553158_144554410,Ppfia1
12816,chr7_144581388_144583021,Fadd
12817,chr7_144837873_144839624,Fgf3
12818,chr7_144861204_144861582,Fgf4
12819,chr7_144894439_144897388,Fgf15
12820,chr7_144914204_144915853,Oraov1
12821,chr7_144937224_144943788,Ccnd1
12822,chr7_145283423_145284407,Tpcn2
12823,chr7_15921567_15923215,Selenow
12824,chr7_15945424_15946604,Nop53
12825,chr7_15967164_15967803,Ehd2
12826,chr7_16097674_16099231,Napa
12827,chr7_16119434_16120447,Kptn
12828,chr7_16129249_16132496,Slc8a2
12829,chr7_16174247_16176045,Meis3
12830,chr7_16221418_16222482,Dhx34
12831,chr7_16272266_16274492,Inafm1
12832,chr7_16285443_16287230,Ccdc9
12833,chr7_16308937_16314759,Bbc3
12834,chr7_16387195_16388295,Sae1
12835,chr7_16399075_16402574,Zc3h4
12836,chr7_16452450_16453908,Tmem160
12837,chr7_16613409_16616033,Arhgap35
12838,chr7_16613409_16616033,Gm29443
12839,chr7_16737765_16738890,Ap2s1
12840,chr7_16780818_16782690,Slc1a5
12841,chr7_16815161_16817368,Fkrp
12842,chr7_16815161_16817368,Strn4
12843,chr7_16842271_16843999,Prkd2
12844,chr7_16874075_16876284,9330104G04Rik
12845,chr7_16874075_16876284,Dact3
12846,chr7_16891468_16892457,Gng8
12847,chr7_16921197_16925107,Calm3
12848,chr7_16944044_16945895,Pnmal2
12849,chr7_16959334_16960247,Pnmal1
12850,chr7_16993548_16994612,Ccdc8
12851,chr7_17026945_17028330,Ppp5c
12852,chr7_17055776_17056982,Hif3a
12853,chr7_17062019_17062992,Hif3a
12854,chr7_17073767_17074603,Psg16
12855,chr7_18839921_18841023,Mill2
12856,chr7_18909891_18911116,Ccdc61
12857,chr7_18922658_18927125,Nova2
12858,chr7_18989948_18992587,Mypop
12859,chr7_19002308_19005056,Irf2bp1
12860,chr7_19023820_19025248,Foxa3
12861,chr7_19023820_19025248,Sympk
12862,chr7_19054134_19054978,Rsph6a
12863,chr7_19075600_19077020,Dmwd
12864,chr7_19092293_19096269,Six5
12865,chr7_19118134_19120473,Fbxo46
12866,chr7_19148374_19150288,Qpctl
12867,chr7_19148374_19150288,Snrpd2
12868,chr7_19165914_19166584,Gipr
12869,chr7_19175480_19177132,Eml2
12870,chr7_19181233_19181369,Eml2
12871,chr7_19181233_19181369,Mir330
12872,chr7_19212283_19213069,Gpr4
12873,chr7_19227049_19229486,Opa3
12874,chr7_19271188_19272962,Vasp
12875,chr7_19281644_19283802,Rtn2
12876,chr7_19307807_19310835,Fosb
12877,chr7_19344597_19345963,Ercc1
12878,chr7_19359013_19362133,Cd3eap
12879,chr7_19359013_19362133,Ppp1r13l
12880,chr7_19381439_19382676,Ercc2
12881,chr7_19399702_19400195,Klc3
12882,chr7_19420865_19421887,A930016O22Rik
12883,chr7_19457742_19459621,Mark4
12884,chr7_19506927_19509706,Bloc1s3
12885,chr7_19506927_19509706,Trappc6a
12886,chr7_19517922_19518387,Nkpd1
12887,chr7_19561492_19563444,Ppp1r37
12888,chr7_19573006_19574068,Gemin7
12889,chr7_19603901_19604950,Clasrp
12890,chr7_19628256_19629954,Relb
12891,chr7_19664425_19666124,Clptm1
12892,chr7_19693365_19693801,Apoc1
12893,chr7_19698138_19699579,Apoe
12894,chr7_19714921_19716804,Tomm40
12895,chr7_19748456_19750745,Nectin2
12896,chr7_19770267_19770903,Bcam
12897,chr7_19797269_19797565,Cblc
12898,chr7_19851770_19852618,Gm19345
12899,chr7_19920206_19921530,Pvr
12900,chr7_24081334_24082792,Zfp180
12901,chr7_24111779_24113024,Zfp112
12902,chr7_24174665_24175654,Zfp114
12903,chr7_24207512_24208469,Zfp111
12904,chr7_24237236_24237964,Zfp109
12905,chr7_24254385_24255204,Zfp108
12906,chr7_24269780_24270798,Zfp93
12907,chr7_24298514_24301316,Zfp61
12908,chr7_24316018_24317265,Zfp94
12909,chr7_24399256_24400429,Smg9
12910,chr7_24480104_24483320,Cadm4
12911,chr7_24505306_24508435,Zfp428
12912,chr7_24529858_24532317,Irgq
12913,chr7_24546432_24547705,Xrcc1
12914,chr7_24586784_24588080,Ethe1
12915,chr7_24586784_24588080,Zfp575
12916,chr7_24610779_24611638,Phldb3
12917,chr7_24869789_24870131,Lypd4
12918,chr7_24883562_24885250,Rps19
12919,chr7_24902373_24905332,Arhgef1
12920,chr7_24971209_24973056,Rabac1
12921,chr7_25004553_25006495,Atp1a3
12922,chr7_25071750_25074308,Grik5
12923,chr7_25076340_25078057,Zfp574
12924,chr7_25132991_25133906,Pou2f2
12925,chr7_25152108_25152792,D930028M14Rik
12926,chr7_25218768_25222057,Dedd2
12927,chr7_25218768_25222057,Zfp526
12928,chr7_25237168_25239815,Gsk3a
12929,chr7_25246314_25251844,Erf
12930,chr7_25267021_25269003,Cic
12931,chr7_25278091_25284020,Cic
12932,chr7_25296928_25298463,Pafah1b3
12933,chr7_25301072_25301459,Prr19
12934,chr7_25305745_25306924,Tmem145
12935,chr7_25314904_25317739,Megf8
12936,chr7_25376463_25377729,4732471J01Rik
12937,chr7_25394815_25396681,Lipe
12938,chr7_25618758_25619894,Dmac2
12939,chr7_25626395_25627767,B3gnt8
12940,chr7_25658351_25659724,Bckdha
12941,chr7_25658351_25659724,Exosc5
12942,chr7_25674943_25677435,Tmem91
12943,chr7_25680335_25681491,B9d2
12944,chr7_25686625_25689613,Tgfb1
12945,chr7_25718478_25720435,Ccdc97
12946,chr7_25753902_25756577,Hnrnpul1
12947,chr7_25787733_25789273,Axl
12948,chr7_25816271_25816861,Cyp2s1
12949,chr7_27165612_27167674,Egln2
12950,chr7_27178045_27179768,Rab4b
12951,chr7_27195261_27196914,BC024978
12952,chr7_27195261_27196914,Snrpa
12953,chr7_27227798_27229287,Itpkc
12954,chr7_27232115_27233643,Coq8b
12955,chr7_27256875_27261205,Numbl
12956,chr7_27330803_27334095,Ltbp4
12957,chr7_27337523_27337896,Ltbp4
12958,chr7_27355299_27356693,Shkbp1
12959,chr7_27395668_27396884,Sptbn4
12960,chr7_27445665_27448616,Blvrb
12961,chr7_27445665_27448616,Sptbn4
12962,chr7_27472956_27475302,Sertad3
12963,chr7_27486337_27488065,Sertad1
12964,chr7_27552488_27553838,2310022A10Rik
12965,chr7_27552488_27553838,Pld3
12966,chr7_27590846_27592729,Akt2
12967,chr7_27604609_27605895,Akt2
12968,chr7_27653229_27654971,Ttc9b
12969,chr7_27673779_27675644,Map3k10
12970,chr7_27673779_27675644,Zfp607b
12971,chr7_27688463_27690047,Zfp607b
12972,chr7_27730919_27732719,Zfp60
12973,chr7_27837900_27839243,Zfp59
12974,chr7_27860111_27861310,Zfp607a
12975,chr7_27928855_27929819,Zfp974
12976,chr7_27978615_27979643,Zfp780b
12977,chr7_28013512_28014641,Zfp850
12978,chr7_28049531_28050586,Psmc4
12979,chr7_28168322_28170665,Fbl
12980,chr7_28178837_28180699,Dyrk1b
12981,chr7_28267397_28268749,Eid2
12982,chr7_28277407_28278326,Eid2b
12983,chr7_28290062_28291500,Selenov
12984,chr7_28300896_28302650,Dll3
12985,chr7_28311331_28312674,Timm50
12986,chr7_28338090_28339825,Supt5
12987,chr7_28349994_28351381,AF357399
12988,chr7_28349994_28351381,Rps16
12989,chr7_28371175_28373735,Plekhg2
12990,chr7_28378874_28379770,Zfp36
12991,chr7_28392109_28393686,Med29
12992,chr7_28392109_28393686,Paf1
12993,chr7_28435543_28437501,Gmfg
12994,chr7_28435543_28437501,Samd4b
12995,chr7_28451482_28452766,Lrfn1
12996,chr7_28451482_28452766,Mir466f-2
12997,chr7_28596938_28598702,Pak4
12998,chr7_28692837_28694057,Fbxo27
12999,chr7_28716360_28717435,Fbxo17
13000,chr7_28741210_28742546,Mrps12
13001,chr7_28741210_28742546,Sars2
13002,chr7_28765974_28767488,Nfkbib
13003,chr7_28765974_28767488,Sirt2
13004,chr7_28808230_28811784,Hnrnpl
13005,chr7_28824568_28825878,Ech1
13006,chr7_28961613_28963049,Actn4
13007,chr7_28981398_28982640,Eif3k
13008,chr7_28981398_28982640,Map4k1
13009,chr7_29124967_29125436,Ryr1
13010,chr7_29134584_29135088,Rasgrp4
13011,chr7_29155177_29156678,Fam98c
13012,chr7_29168234_29170930,Ggn
13013,chr7_29168234_29170930,Spred3
13014,chr7_29179917_29181302,Psmd8
13015,chr7_29213629_29214274,Catsperg1
13016,chr7_29237663_29238888,Yif1b
13017,chr7_29281055_29282145,Spint2
13018,chr7_29288802_29289590,Ppp1r14a
13019,chr7_29303305_29305802,Dpf1
13020,chr7_29505488_29505867,Sipa1l3
13021,chr7_29766702_29769173,Zfp84
13022,chr7_29783651_29784814,Zfp30
13023,chr7_29815276_29816711,Zfp790
13024,chr7_29853092_29853999,Zfp940
13025,chr7_29859635_29860676,Zfp420
13026,chr7_29905714_29907067,Zfp27
13027,chr7_29907985_29909113,Zfp383
13028,chr7_29953060_29954855,Zfp74
13029,chr7_29983282_29984472,Zfp568
13030,chr7_30050749_30051873,Zfp14
13031,chr7_30071734_30073175,Zfp82
13032,chr7_30089524_30091656,Zfp566
13033,chr7_30094339_30096150,Zfp260
13034,chr7_30121209_30122605,Zfp382
13035,chr7_30169116_30170676,Gm5113
13036,chr7_30169116_30170676,Zfp146
13037,chr7_30183943_30184334,Cox7a1
13038,chr7_30193527_30195416,Capns1
13039,chr7_30231054_30233256,Tbcb
13040,chr7_30279563_30281486,LOC108167416
13041,chr7_30279563_30281486,Wdr62
13042,chr7_30291206_30292491,Clip3
13043,chr7_30307970_30309407,Alkbh6
13044,chr7_30321438_30322900,Sdhaf1
13045,chr7_30362745_30363611,Lrfn3
13046,chr7_30421537_30423476,Nfkbid
13047,chr7_30443703_30446229,Aplp1
13048,chr7_30456962_30458115,Kirrel2
13049,chr7_30492716_30493137,Prodh2
13050,chr7_30533781_30536171,Arhgap33
13051,chr7_30551407_30553506,Gm38670
13052,chr7_30551407_30553506,Hspb6
13053,chr7_30551407_30553506,Proser3
13054,chr7_30559097_30560292,Lin37
13055,chr7_30562579_30564001,Psenen
13056,chr7_30562579_30564001,U2af1l4
13057,chr7_30587749_30590027,Kmt2b
13058,chr7_30587749_30590027,Mir3569
13059,chr7_30599662_30600639,Zbtb32
13060,chr7_30613612_30613902,Upk1a
13061,chr7_30625689_30626655,Cox6b1
13062,chr7_30649656_30650775,Rbm42
13063,chr7_30664557_30665854,Haus5
13064,chr7_30728905_30730869,Tmem147
13065,chr7_30955606_30958052,Usf2
13066,chr7_30973357_30974465,Fam187b
13067,chr7_30973357_30974465,Lsr
13068,chr7_31042074_31042183,Fxyd5
13069,chr7_31049647_31051866,Fxyd7
13070,chr7_31052389_31053475,Fxyd7
13071,chr7_31055484_31055961,Fxyd1
13072,chr7_31059071_31059533,Lgi4
13073,chr7_31125984_31128139,Scn1b
13074,chr7_31148218_31151998,Gramd1a
13075,chr7_3288787_3290938,Myadm
13076,chr7_3292736_3293198,Myadm
13077,chr7_3301934_3305152,Prkcg
13078,chr7_3331385_3333643,Cacng7
13079,chr7_34132265_34133898,Wtip
13080,chr7_3414908_3416017,Gm23450
13081,chr7_34167747_34169030,Uba2
13082,chr7_34195953_34197107,Pdcd2l
13083,chr7_34229473_34230676,Gpi1
13084,chr7_34388563_34390597,Lsm14a
13085,chr7_34652571_34656189,Kctd15
13086,chr7_34811524_34813179,Chst8
13087,chr7_34912062_34912848,Pepd
13088,chr7_35055427_35057207,Cebpg
13089,chr7_35117910_35120207,Cebpa
13090,chr7_35184996_35186748,Slc7a10
13091,chr7_35214021_35216028,Lrp3
13092,chr7_35317780_35318704,Gpatch1
13093,chr7_35333038_35334967,Rhpn2
13094,chr7_35396085_35397508,Cep89
13095,chr7_35396085_35397508,Faap24
13096,chr7_35553810_35556332,Nudt19
13097,chr7_35584599_35587031,Ankrd27
13098,chr7_35584599_35587031,Rgs9bp
13099,chr7_35646630_35647989,Pdcd5
13100,chr7_35753190_35755008,Dpy19l3
13101,chr7_35802264_35803419,E130304I02Rik
13102,chr7_35802264_35803419,Zfp507
13103,chr7_3616772_3617988,Ndufa3
13104,chr7_3616772_3617988,Oscar
13105,chr7_3629207_3630423,Prpf31
13106,chr7_3629207_3630423,Tfpt
13107,chr7_3644116_3646298,Cnot3
13108,chr7_3664717_3666170,Leng1
13109,chr7_36695452_36699564,Tshz3
13110,chr7_3692186_3695102,Mboat7
13111,chr7_3692186_3695102,Tsen34
13112,chr7_3703494_3704892,Rps9
13113,chr7_37768541_37773802,Zfp536
13114,chr7_38018372_38020055,Uri1
13115,chr7_38106372_38108408,Ccne1
13116,chr7_38182480_38184475,1600014C10Rik
13117,chr7_38227191_38228426,Plekhf1
13118,chr7_38270625_38271994,Pop4
13119,chr7_39448928_39450308,Zfp939
13120,chr7_39517183_39518659,Zfp619
13121,chr7_40898034_40902813,A230077H06Rik
13122,chr7_40898034_40902813,Vstm2b
13123,chr7_4119222_4121423,9430041J12Rik
13124,chr7_4119222_4121423,Ttyh1
13125,chr7_4136252_4137924,D030047H15Rik
13126,chr7_4136252_4137924,Leng8
13127,chr7_41392848_41394111,AI987944
13128,chr7_4148653_4151411,Leng9
13129,chr7_41498997_41500720,AW146154
13130,chr7_41632411_41634169,Zfp788
13131,chr7_4164399_4164932,Cdc42ep5
13132,chr7_42505076_42506229,Zfp141
13133,chr7_42642270_42643122,Zfp976
13134,chr7_42692291_42693601,Zfp975
13135,chr7_43312335_43313931,Zfp715
13136,chr7_43442970_43444755,Etfb
13137,chr7_43488815_43490762,Iglon5
13138,chr7_43561762_43563183,Zfp658
13139,chr7_43579128_43580412,Zfp719
13140,chr7_43606747_43607519,Zfp819
13141,chr7_43671389_43672930,Ctu1
13142,chr7_43796594_43796636,Klk8
13143,chr7_43797157_43798187,Klk8
13144,chr7_44245830_44247617,2410002F23Rik
13145,chr7_44309664_44311858,Shank1
13146,chr7_44373473_44375303,1700008O03Rik
13147,chr7_44382219_44385052,Syt3
13148,chr7_44441146_44444123,Lrrc4b
13149,chr7_4444995_4445992,Rdh13
13150,chr7_44464161_44465542,Aspdh
13151,chr7_44466218_44468854,Josd2
13152,chr7_44495815_44497460,Emc10
13153,chr7_44495815_44497460,Fam71e1
