Approved Symbol	EntrezGene ID
ARL2BPP9	100421675
ARL2BPP10	100874449
ARL3	403
ARL4A	10124
ARL4AP1	387684
ARL4AP2	152709
ARL4C	10123
ARL4D	379
ARL5A	26225
ARL5AP1	641382
ARL5AP2	641380
ARL5AP3	106480778
ARL5AP4	641379
ARL5B	221079
ARL5C	390790
ARL6	84100
ARL6IP1	23204
ARL6IP1P1	100288702
ARL6IP1P2	646348
ARL6IP1P3	729790
ARL6IP4	51329
ARL6IP5	10550
ARL6IP6	151188
ARL8A	127829
ARL8B	55207
ARL9	132946
ARL10	285598
ARL11	115761
ARL13A	392509
ARL13B	200894
ARL14	80117
ARL14EP	120534
ARL14EPL	644100
ARL15	54622
ARL16	339231
ARL17A	51326
ARL17B	100506084
ARMC1	55156
ARMC2	84071
ARMC2-AS1	101929716
ARMC3	219681
ARMC4	55130
ARMC4P1	101060171
ARMC5	79798
ARMC6	93436
ARMC7	79637
ARMC8	25852
ARMC8P1	100130871
ARMC9	80210
ARMC10	83787
ARMC10P1	389137
ARMC12	221481
ARMCX1	51309
ARMCX2	9823
ARMCX3	51566
ARMCX3-AS1	100128574
ARMCX4	100131755
ARMCX5	64860
ARMCX5-GPRASP2	100528062
ARMCX6	54470
ARMCX7P	653354
ARMS2	387715
ARMT1	79624
ARNT	405
ARNT2	9915
ARNTL	406
ARNTL2	56938
ARNTL2-AS1	101928646
ARPC1A	10552
ARPC1B	10095
ARPC2	10109
ARPC3	10094
ARPC3P1	87171
ARPC3P2	391160
ARPC3P3	729494
ARPC3P4	100421973
ARPC3P5	441131
ARPC4	10093
ARPC4-TTLL3	100526693
ARPC5	10092
ARPC5L	81873
ARPIN	348110
ARPP19	10776
ARPP21	10777
ARPP21-AS1	100874098
ARR3	407
ARRB1	408
ARRB2	409
ARRDC1	92714
ARRDC1-AS1	85026
ARRDC2	27106
ARRDC3	57561
ARRDC3-AS1	100129716
ARRDC4	91947
ARRDC5	645432
ARSA	410
ARSB	411
ARSC2	413
ARSD	414
ARSD-AS1	100506356
ARSDP1	10034
ARSE	415
ARSEP1	10033
ARSF	416
ARSFP1	23757
ARSG	22901
ARSH	347527
ARSI	340075
ARSJ	79642
ARSK	153642
ART1	417
ART2BP	106481723
ART2P	418
ART3	419
ART4	420
ART5	116969
ARTN	9048
ARV1	64801
ARVCF	421
ARVD3	424
ARVD4	425
ARX	170302
AS3MT	57412
ASAH1	427
ASAH2	56624
ASAH2B	653308
ASAP1	50807
ASAP1-IT1	29065
ASAP1-IT2	100507117
ASAP2	8853
ASAP3	55616
ASB1	51665
ASB2	51676
ASB3	51130
ASB4	51666
ASB5	140458
ASB6	140459
ASB7	140460
ASB8	140461
ASB9	140462
ASB9P1	728619
ASB10	136371
ASB11	140456
ASB12	142689
ASB13	79754
ASB14	142686
ASB15	142685
ASB16	92591
ASB16-AS1	339201
ASB17	127247
ASB18	401036
ASCC1	51008
ASCC2	84164
ASCC3	10973
ASCL1	429
ASCL2	430
ASCL3	56676
ASCL4	121549
ASCL5	647219
ASD1	431
ASF1A	25842
ASF1B	55723
ASGR1	432
ASGR2	433
ASH1L	55870
ASH1L-AS1	645676
ASH1L-IT1	106478976
ASH2L	9070
ASH2LP1	266703
ASIC1	41
ASIC2	40
ASIC3	9311
ASIC4	55515
ASIC5	51802
ASIP	434
ASL	435
ASLP1	436
ASMT	438
ASMTL	8623
ASMTL-AS1	80161
ASNA1	439
ASNS	440
ASNSD1	54529
ASNSP1	389652
ASNSP2	442
ASNSP3	100423061
ASNSP4	100419423
ASNSP5	100873794
ASNSP6	100423060
ASPA	443
ASPDH	554235
ASPG	374569
ASPH	444
ASPHD1	253982
ASPHD2	57168
ASPM	259266
ASPN	54829
ASPRV1	151516
ASPSCR1	79058
ASRGL1	80150
ASS1	445
ASS1P1	442167
ASS1P2	447
ASS1P3	158452
ASS1P4	449
ASS1P5	450
ASS1P6	451
ASS1P7	339845
ASS1P8	453
ASS1P9	454
ASS1P10	455
ASS1P11	340274
ASS1P12	392302
ASS1P13	341230
ASS1P14	459
ASTE1	28990
ASTL	431705
ASTN1	460
ASTN2	23245
ASTN2-AS1	100128505
ASUN	55726
ASXL1	171023
ASXL2	55252
ASXL3	80816
ASZ1	136991
ATAD1	84896
ATAD2	29028
ATAD2B	54454
ATAD3A	55210
ATAD3B	83858
ATAD3C	219293
ATAD5	79915
ATAT1	79969
ATCAY	85300
ATD	465
ATE1	11101
ATE1-AS1	100130887
ATF1	466
ATF1P1	100128159
ATF2	1386
ATF3	467
ATF4	468
ATF4P1	469
ATF4P2	340600
ATF4P3	643159
ATF4P4	100127952
ATF5	22809
ATF6	22926
ATF6B	1388
ATF7	11016
ATF7IP	55729
ATF7IP2	80063
ATG2A	23130
ATG2B	55102
ATG3	64422
ATG3P1	100135756
ATG4A	115201
ATG4AP1	106480786
ATG4B	23192
ATG4C	84938
ATG4D	84971
ATG5	9474
ATG7	10533
ATG9A	79065
ATG9B	285973
ATG10	83734
ATG10-AS1	100874022
ATG10-IT1	100874311
ATG12	9140
ATG12P1	100151642
ATG12P2	100293948
ATG13	9776
ATG14	22863
ATG16L1	55054
ATG16L2	89849
ATG101	60673
ATHS	470
ATIC	471
ATL1	51062
ATL2	64225
ATL3	25923
ATM	472
ATMIN	23300
ATN1	1822
ATOH1	474
ATOH7	220202
ATOH8	84913
ATOX1	475
ATP1A1	476
ATP1A1-AS1	84852
ATP1A2	477
ATP1A3	478
ATP1A4	480
ATP1B1	481
ATP1B1P1	485
ATP1B2	482
ATP1B3	483
ATP1B3-AS1	100874077
ATP1B3P1	484
ATP1B4	23439
ATP2A1	487
ATP2A1-AS1	100289092
ATP2A2	488
ATP2A3	489
ATP2B1	490
ATP2B2	491
ATP2B2-IT1	100874324
ATP2B2-IT2	100874325
ATP2B3	492
ATP2B4	493
ATP2C1	27032
ATP2C2	9914
ATP4A	495
ATP4B	496
ATP5A1	498
ATP5A1P1	
ATP5A1P2	504
ATP5A1P3	645443
ATP5A1P4	100129782
ATP5A1P5	442416
ATP5A1P7	442415
ATP5A1P8	392322
ATP5A1P10	100132619
ATP5B	506
ATP5BP1	507
ATP5C1	509
ATP5C1P1	645560
ATP5D	513
ATP5E	514
ATP5EP1	23744
ATP5EP2	432369
ATP5F1	515
ATP5F1P1	100422523
ATP5F1P2	645973
ATP5F1P3	644333
ATP5F1P4	100422514
ATP5F1P5	100128516
ATP5F1P6	645440
ATP5F1P7	124496
ATP5G1	516
ATP5G1P1	319136
ATP5G1P2	319137
ATP5G1P3	646619
ATP5G1P4	100287755
ATP5G1P5	390424
ATP5G1P6	100505704
ATP5G1P7	100130962
ATP5G1P8	100288222
ATP5G2	517
ATP5G2P1	520
ATP5G2P2	319119
ATP5G2P3	100507097
ATP5G2P4	654480
ATP5G3	518
ATP5H	10476
ATP5HP1	390581
ATP5HP2	138234
ATP5HP3	138864
ATP5HP4	246723
ATP5I	521
ATP5J	522
ATP5J2	9551
ATP5J2-PTCD1	100526740
ATP5J2LP	101241877
ATP5J2P2	387107
ATP5J2P3	445573
ATP5J2P4	654485
ATP5J2P5	654484
ATP5J2P6	654486
ATP5JP1	359997
ATP5L	10632
ATP5L2	267020
ATP5LP1	53411
ATP5LP2	53410
ATP5LP3	53409
ATP5LP4	100130396
ATP5LP5	100287091
ATP5LP6	100462865
ATP5LP7	100287964
ATP5LP8	100462862
ATP5O	539
ATP5S	27109
ATP5SL	55101
ATP6AP1	537
ATP6AP1L	92270
ATP6AP2	10159
ATP6V1A	523
ATP6V1B1	525
ATP6V1B1-AS1	101927750
ATP6V1B2	526
ATP6V1C1	528
ATP6V1C2	245973
ATP6V1D	51382
ATP6V1E1	529
ATP6V1E1P1	343515
ATP6V1E1P2	100462844
ATP6V1E1P3	729435
ATP6V1E2	90423
ATP6V1F	9296
ATP6V1G1	9550
ATP6V1G1P1	319116
ATP6V1G1P2	100128541
ATP6V1G1P3	100462838
ATP6V1G1P4	100462843
ATP6V1G1P5	100462840
ATP6V1G1P6	100462732
ATP6V1G1P7	100874514
ATP6V1G2	534
ATP6V1G2-DDX39B	100532737
ATP6V1G3	127124
ATP6V1H	51606
ATP6V0A1	535
ATP6V0A2	23545
ATP6V0A4	50617
ATP6V0B	533
ATP6V0C	527
ATP6V0CP1	100132978
ATP6V0CP2	106478961
ATP6V0CP3	442211
ATP6V0CP4	
ATP6V0D1	9114
ATP6V0D2	245972
ATP6V0E1	8992
ATP6V0E1P1	100874502
ATP6V0E1P2	100874503
ATP6V0E1P3	100133262
ATP6V0E1P4	100874504
ATP6V0E2	155066
ATP6V0E2-AS1	401431
ATP7A	538
ATP7B	540
ATP7BP1	100462825
ATP8A1	10396
ATP8A2	51761
ATP8A2P1	100422505
ATP8A2P2	100533851
ATP8A2P3	100874518
ATP8B1	5205
ATP8B2	57198
ATP8B3	148229
ATP8B4	79895
ATP8B5P	158381
ATP9A	10079
ATP9B	374868
ATP10A	57194
ATP10B	23120
ATP10D	57205
ATP11A	23250
ATP11A-AS1	100874205
ATP11AUN	400165
ATP11B	23200
ATP11C	286410
ATP12A	479
ATP13A1	57130
ATP13A2	23400
ATP13A3	79572
ATP13A4	84239
ATP13A4-AS1	101929198
ATP13A5	344905
ATP13A5-AS1	100874218
ATP23	91419
ATPAF1	64756
ATPAF2	91647
ATPIF1	93974
ATR	545
ATRAID	51374
ATRIP	84126
ATRN	8455
ATRNL1	26033
ATRX	546
ATXN1	6310
ATXN1L	342371
ATXN2	6311
ATXN2-AS	102723619
ATXN2L	11273
ATXN3	4287
ATXN3L	92552
ATXN7	6314
ATXN7L1	222255
ATXN7L2	127002
ATXN7L3	56970
ATXN7L3B	552889
ATXN8	724066
ATXN8OS	6315
ATXN10	25814
AUH	549
AUNIP	79000
AUNX1	751798
AUP1	550
AURKA	6790
AURKAIP1	54998
AURKAPS1	6791
AURKAPS2	386665
AURKB	9212
AURKBPS1	644233
AURKC	6795
AUTS1	
AUTS2	26053
AVEN	57099
AVIL	10677
AVL9	23080
AVP	551
AVPI1	60370
AVPR1A	552
AVPR1B	553
AVPR2	554
AVSD1	7446
AWAT1	158833
AWAT2	158835
AXDND1	126859
AXIN1	8312
AXIN2	8313
AXL	558
AZF1	560
AZGP1	563
AZGP1P1	646282
AZGP1P2	401393
AZI2	64343
AZIN1	51582
AZIN1-AS1	100506753
AZIN2	113451
AZU1	566
AZU1P1	106480244
B2M	567
B2MR	568
B3GALNT1	8706
B3GALNT1P1	100128857
B3GALNT2	148789
B3GALNT2P1	100130402
B3GALT1	8708
B3GALT2	8707
B3GALT4	8705
B3GALT5	10317
B3GALT5-AS1	114041
B3GALT6	126792
B3GAT1	27087
B3GAT2	135152
B3GAT3	26229
B3GAT3P1	402146
B3GLCT	145173
B3GNT2	10678
B3GNT2P1	100422469
B3GNT3	10331
B3GNT4	79369
B3GNT5	84002
B3GNT6	192134
B3GNT7	93010
B3GNT8	374907
B3GNT9	84752
B3GNTL1	146712
B3GNTL1P1	106481968
B3GNTL1P2	106480419
B4GALNT1	2583
B4GALNT2	124872
B4GALNT2P1	106481717
B4GALNT3	283358
B4GALNT4	338707
B4GALT1	2683
B4GALT1-AS1	101929639
B4GALT2	8704
B4GALT3	8703
B4GALT4	8702
B4GALT4-AS1	100874201
B4GALT5	9334
B4GALT6	9331
B4GALT7	11285
B4GAT1	11041
B9D1	27077
B9D2	80776
BAALC	79870
BAALC-AS1	100499183
BAALC-AS2	157556
BAAT	570
BAATP1	347275
BABAM1	29086
BACE1	23621
BACE1-AS	100379571
BACE2	25825
BACE2-IT1	282569
BACH1	571
BACH1-AS1	106478962
BACH1-IT1	
BACH1-IT2	100874322
BACH1-IT3	54147
BACH2	60468
BAD	572
BAG1	573
BAG2	9532
BAG3	9531
BAG4	9530
BAG5	9529
BAG6	7917
BAGE	574
BAGE2	85319
BAGE3	85318
BAGE4	85317
BAGE5	85316
BAHCC1	57597
BAHD1	22893
BAIAP2	10458
BAIAP2-AS1	440465
BAIAP2L1	55971
BAIAP2L2	80115
BAIAP3	8938
BAK1	578
BAK1P1	600
BAK1P2	601
BAMBI	25805
BANCR	100885775
BANF1	8815
BANF1P1	317687
BANF1P2	414169
BANF1P3	100505506
BANF1P4	100653423
BANF1P5	101290503
BANF2	140836
BANK1	55024
BANP	54971
BAP1	8314
BARD1	580
BARHL1	56751
BARHL2	343472
BARX1	56033
BARX1-AS1	101928040
BARX2	8538
BASP1	10409
BASP1P1	646201
BATF	10538
BATF2	116071
BATF3	55509
BAX	581
BAZ1A	11177
BAZ1B	9031
BAZ2A	11176
BAZ2B	29994
BBC3	27113
BBIP1	92482
BBOF1	80127
BBOX1	8424
BBOX1-AS1	103695435
BBS1	582
BBS2	583
BBS4	585
BBS5	129880
BBS7	55212
BBS9	27241
BBS10	79738
BBS12	166379
BBX	56987
BCAM	4059
BCAN	63827
BCAP29	55973
BCAP31	10134
BCAP31P1	100194425
BCAP31P2	100194426
BCAR1	9564
BCAR1P1	100533717
BCAR1P2	100533718
BCAR3	8412
BCAR4	400500
BCAS1	8537
BCAS2	10286
BCAS2P1	100127960
BCAS2P2	100421045
BCAS2P3	100128339
BCAS3	54828
BCAS4	55653
BCAT1	586
BCAT2	587
BCCIP	56647
BCDIN3D	144233
BCDIN3D-AS1	100286844
BCHE	590
BCKDHA	593
BCKDHB	594
BCKDK	10295
BCL2	596
BCL2A1	597
BCL2L1	598
BCL2L2	599
BCL2L2-PABPN1	100529063
BCL2L10	10017
BCL2L11	10018
BCL2L12	83596
BCL2L12P1	100289095
BCL2L13	23786
BCL2L14	79370
BCL2L15	440603
BCL3	602
BCL5	603
BCL6	604
BCL6B	255877
BCL7A	605
BCL7B	9275
BCL7C	9274
BCL9	607
BCL9L	283149
BCL9P1	100419324
BCL10	8915
BCL11A	53335
BCL11B	64919
BCLAF1	9774
BCLAF1P1	728366
BCLAF1P2	731605
BCO1	53630
BCO2	83875
BCOR	54880
BCORL1	63035
BCORP1	286554
BCR	613
BCRP1	644079
BCRP2	400892
BCRP3	644165
BCRP4	616
BCRP5	648980
BCRP6	728468
BCRP7	100133163
BCRP8	100133044
BCRP9	107126287
BCS1L	617
BCYRN1	618
BCYRN1P1	619
BCYRN1P2	620
BCYRN1P3	654337
BDH1	622
BDH2	56898
BDH2P1	389416
BDKRB1	623
BDKRB2	624
BDNF	627
BDNF-AS	497258
BDP1	55814
BDP1P	724038
BEAN1	146227
BEAN1-AS1	101927726
BECN1	8678
BECN1P2	100420149
BECN2	441925
BEGAIN	57596
BEND2	139105
BEND3	57673
BEND3P1	644459
BEND3P2	392368
BEND3P3	650623
BEND4	389206
BEND5	79656
BEND6	221336
BEND7	222389
BEND7P1	100419793
BEST1	7439
BEST2	54831
BEST3	144453
BEST4	266675
BET1	10282
BET1L	51272
BET1P1	100128542
BEX1	55859
BEX2	84707
BEX3	27018
BEX4	56271
BEX5	340542
BFAR	51283
BFSP1	631
BFSP2	8419
BFSP2-AS1	85003
BGLAP	632
BGLT3	103344929
BGN	633
BHLHA9	727857
BHLHA15	168620
BHLHB9	80823
BHLHB9P1	100431177
BHLHE22	27319
BHLHE23	128408
BHLHE40	8553
BHLHE40-AS1	100507582
BHLHE41	79365
BHMG1	388553
BHMT	635
BHMT2	23743
BICC1	80114
BICD1	636
BICD1P1	391472
BICD2	23299
BICDL1	92558
BICDL2	146439
BID	637
BIK	638
BIN1	274
BIN2	51411
BIN2P1	345258
BIN2P2	644601
BIN3	55909
BIN3-IT1	80094
BIRC2	329
BIRC3	330
BIRC5	332
BIRC6	57448
BIRC6-AS1	100874009
BIRC6-AS2	103752586
BIRC7	79444
BIRC8	112401
BISPR	105221694
BIVM	54841
BIVM-ERCC5	100533467
BLACAT1	101669762
BLACE	338436
BLCAP	10904
BLID	414899
BLK	640
BLM	641
BLMH	642
BLNK	29760
BLOC1S1	2647
BLOC1S2	282991
BLOC1S2P1	100131924
BLOC1S3	388552
BLOC1S4	55330
BLOC1S5	63915
BLOC1S5-TXNDC5	100526836
BLOC1S6	26258
BLVRA	644
BLVRB	645
BLZF1	8548
BLZF2P	317729
BMF	90427
BMI1	648
BMI1P1	100127902
BMIQ1	170815
BMIQ2	192149
BMIQ3	337895
BMIQ5	449016
BMIQ6	449017
BMP1	649
BMP2	650
BMP2K	55589
BMP2KL	347359
BMP3	651
BMP4	652
BMP5	653
BMP6	654
BMP6P1	266700
BMP7	655
BMP7-AS1	102723590
BMP8A	353500
BMP8B	656
BMP10	27302
BMP15	9210
BMPER	168667
BMPR1A	657
BMPR1APS1	100421515
BMPR1APS2	100533800
BMPR1B	658
BMPR1B-AS1	100507012
BMPR2	659
BMS1	9790
BMS1P1	
BMS1P2	
BMS1P3	414217
BMS1P4	729096
BMS1P5	399761
BMS1P6	642826
BMS1P7	100133265
BMS1P8	653557
BMS1P9	653458
BMS1P10	728611
BMS1P11	644632
BMS1P12	644684
BMS1P13	644716
BMS1P14	728034
BMS1P15	642311
BMS1P16	727914
BMS1P17	101101776
BMS1P18	414763
BMS1P19	100131577
BMS1P20	96610
BMS1P21	100288974
BMS1P22	106480334
BMT2	154743
BMX	660
BNC1	646
BNC2	54796
BNIP1	662
BNIP2	663
BNIP3	664
BNIP3L	665
BNIP3P1	319138
BNIP3P2	100421754
BNIP3P3	100421736
BNIP3P4	100289028
BNIP3P5	100421724
BNIP3P6	100129777
BNIP3P7	101927265
BNIP3P8	100421710
BNIP3P9	106480280
BNIP3P10	100421695
BNIP3P11	106480286
BNIP3P12	100421703
BNIP3P13	101060192
BNIP3P14	100421696
BNIP3P15	106481692
BNIP3P16	106480418
BNIP3P17	100421704
BNIP3P18	106481693
BNIP3P19	106480281
BNIP3P20	100421705
BNIP3P21	100131306
BNIP3P22	100421706
BNIP3P23	100421697
BNIP3P24	100421698
BNIP3P25	100421707
BNIP3P26	100421699
BNIP3P27	100421708
BNIP3P28	106481966
BNIP3P29	100421700
BNIP3P30	106481694
BNIP3P31	106480282
BNIP3P32	106480283
BNIP3P33	106481695
BNIP3P34	100128849
BNIP3P35	106480284
BNIP3P36	106481696
BNIP3P37	106480285
BNIP3P38	100421709
BNIP3P39	100421701
BNIP3P40	100421702
BNIP3P41	101059988
BNIP3P42	106481697
BNIPL	149428
BOC	91653
BOD1	91272
BOD1L1	259282
BOD1L2	284257
BOD1P1	100129468
BOD1P2	100129355
BOK	666
BOK-AS1	100379249
BOLA1	51027
BOLA2	552900
BOLA2B	654483
BOLA2P1	100652796
BOLA2P2	106480322
BOLA2P3	106480323
BOLA3	388962
BOLA3-AS1	100507171
BOLA3P1	100288111
BOLA3P2	100287463
BOLA3P3	644754
BOLA3P4	106480324
BOLL	66037
BOP1	23246
BORA	79866
BORCS5	118426
BORCS6	54785
BORCS7	119032
BORCS7-ASMT	100528007
BORCS8	729991
BORCS8-MEF2B	4207
BPESC1	60467
BPGM	669
BPHL	670
BPI	671
BPIFA1	51297
BPIFA2	140683
BPIFA3	128861
BPIFA4P	317716
BPIFB1	92747
BPIFB2	80341
BPIFB3	359710
BPIFB4	149954
BPIFB5P	100505383
BPIFB6	128859
BPIFB9P	402016
BPIFC	254240
BPNT1	10380
BPTF	2186
BPY2	9083
BPY2B	442867
BPY2C	442868
BPY2DP	100885797
BRAF	673
BRAFP1	286494
BRAP	8315
BRAT1	221927
BRCA1	672
BRCA1P1	394269
BRCA2	675
BRCA3	60500
BRCC3	79184
BRCC3P1	100421311
BRD1	23774
BRD2	6046
BRD2-IT1	106478972
BRD3	8019
BRD4	23476
BRD7	29117
BRD7P1	100288948
BRD7P2	647076
BRD7P3	23629
BRD7P4	100287229
BRD7P5	100129259
BRD7P6	100128042
BRD8	10902
BRD9	65980
BRD9P1	106481721
BRD9P2	
BRDT	676
BRDTP1	643486
BRE	9577
BRE-AS1	100302650
BRF1	2972
BRF2	55290
BRI3	25798
BRI3BP	140707
BRI3BPP1	100129976
BRI3P1	730010
BRI3P2	441630
BRI3P3	100101554
BRICD5	283870
BRINP1	1620
BRINP2	57795
BRINP3	339479
BRIP1	83990
BRIX1	55299
BRIX1P1	100422268
BRK1	55845
BRK1P2	100874492
BRMS1	25855
BRMS1L	84312
BROX	148362
BRPF1	7862
BRPF3	27154
BRS3	680
BRSK1	84446
BRSK2	9024
BRWD1	54014
BRWD1-AS1	100874093
BRWD1-AS2	
BRWD1-IT1	106480743
BRWD1P1	106481724
BRWD1P2	100287505
BRWD1P3	106480688
BRWD3	254065
BSCL2	26580
BSDC1	55108
BSG	682
BSN	8927
BSN-AS1	106478963
BSN-AS2	100132677
BSND	7809
BSNDP1	106480329
BSNDP2	100422517
BSNDP3	106481725
BSNDP4	106481726
BSPH1	100131137
BSPRY	54836
BST1	683
BST2	684
BSX	390259
BTAF1	9044
BTBD1	53339
BTBD2	55643
BTBD3	22903
BTBD6	90135
BTBD6P1	646330
BTBD7	55727
BTBD7P1	441548
BTBD7P2	100420392
BTBD8	284697
BTBD9	114781
BTBD9-AS1	100505567
BTBD10	84280
BTBD10P1	100128678
BTBD10P2	100420401
BTBD11	121551
BTBD16	118663
BTBD17	388419
BTBD18	643376
BTBD19	149478
BTC	685
BTD	686
BTF3	689
BTF3L4	91408
BTF3L4P1	100505945
BTF3L4P2	653189
BTF3L4P3	391040
BTF3L4P4	100506061
BTF3P1	693
BTF3P2	283631
BTF3P3	652964
BTF3P4	392350
BTF3P5	652959
BTF3P6	100499261
BTF3P7	652960
BTF3P8	652961
BTF3P9	503543
BTF3P10	345829
BTF3P11	690
BTF3P12	652963
BTF3P13	132556
BTF3P14	100132641
BTF3P15	100130409
BTF3P16	643412
BTG1	694
BTG1P1	100129641
BTG2	7832
BTG3	10950
BTG3P1	100419246
BTG4	54766
BTG4P1	106480330
BTK	695
BTLA	151888
BTN1A1	696
BTN1A1P1	100420941
BTN2A1	11120
BTN2A2	10385
BTN2A3P	54718
BTN3A1	11119
BTN3A2	11118
BTN3A3	10384
BTNL2	56244
BTNL3	10917
BTNL8	79908
BTNL9	153579
BTNL10	100129094
BTRC	8945
BTRCP1	100420631
BTS1	698
BUB1	699
BUB1B	701
BUB1P1	100422363
BUB3	9184
BUB3P1	646614
BUD13	84811
BUD13P1	100420358
BUD31	8896
BUD31P1	106480331
BUD31P2	106480332
BVES	11149
BVES-AS1	154442
BVR1	700
BYSL	705
BZW1	9689
BZW1P1	391592
BZW1P2	151579
BZW2	28969
C1D	10438
C1DP1	554049
C1DP2	642538
C1DP3	642521
C1DP4	727879
C1DP5	106481729
C1GALT1	56913
C1GALT1C1	29071
C1GALT1C1L	728819
C1GALT1P1	729409
C1GALT1P2	100128603
C1GALT1P3	106481730
C1orf21	81563
C1orf27	54953
C1orf35	79169
C1orf43	25912
C1orf50	79078
C1orf52	148423
C1orf53	388722
C1orf54	79630
C1orf56	54964
C1orf61	10485
C1orf64	149563
C1orf68	100129271
C1orf74	148304
C1orf87	127795
C1orf94	84970
C1orf100	200159
C1orf101	257044
C1orf105	92346
C1orf106	55765
C1orf109	54955
C1orf111	284680
C1orf112	55732
C1orf115	79762
C1orf116	79098
C1orf122	127687
C1orf123	54987
C1orf127	148345
C1orf131	128061
C1orf132	100128537
C1orf134	574037
C1orf137	388667
C1orf141	400757
C1orf143	440714
C1orf145	574407
C1orf146	388649
C1orf147	574431
C1orf158	93190
C1orf159	54991
C1orf162	128346
C1orf167	284498
C1orf168	199920
C1orf174	339448
C1orf185	284546
C1orf186	440712
C1orf189	388701
C1orf194	127003
C1orf195	727684
C1orf196	780789
C1orf198	84886
C1orf204	284677
C1orf210	149466
C1orf216	127703
C1orf220	400798
C1orf226	400793
C1orf228	339541
C1orf229	388759
C1orf234	729059
C1QA	712
C1QB	713
C1QBP	708
C1QBPP1	54098
C1QBPP2	100422299
C1QBPP3	100422310
C1QC	714
C1QL1	10882
C1QL1P1	106480353
C1QL2	165257
C1QL3	389941
C1QL4	338761
C1QTNF1	114897
C1QTNF1-AS1	100507410
C1QTNF2	114898
C1QTNF3	114899
C1QTNF3-AMACR	100534612
C1QTNF4	114900
C1QTNF5	114902
C1QTNF6	114904
C1QTNF7	114905
C1QTNF8	390664
C1QTNF9	338872
C1QTNF9-AS1	100874232
C1QTNF9B	387911
C1QTNF9B-AS1	542767
C1R	715
C1RL	51279
C1RL-AS1	283314
C1S	716
C2	717
C2-AS1	102060414
C2CD2	25966
C2CD2L	9854
C2CD3	26005
C2CD4A	145741
C2CD4B	388125
C2CD4C	126567
C2CD4D	100191040
C2CD5	9847
C2orf15	150590
C2orf16	84226
C2orf27A	29798
C2orf27AP1	100420811
C2orf27AP2	100131855
C2orf27AP3	100420784
C2orf27B	408029
C2orf40	84417
C2orf42	54980
C2orf47	79568
C2orf48	348738
C2orf49	79074
C2orf50	130813
C2orf54	79919
C2orf57	165100
C2orf61	285051
C2orf66	401027
C2orf68	388969
C2orf69	205327
C2orf69P1	727964
C2orf69P2	642614
C2orf69P3	100131279
C2orf69P4	100420859
C2orf69P5	107403078
C2orf70	339778
C2orf71	388939
C2orf72	257407
C2orf73	129852
C2orf74	339804
C2orf76	130355
C2orf78	388960
C2orf80	389073
C2orf81	388963
C2orf82	389084
C2orf83	56918
C2orf88	84281
C2orf91	400950
C3	718
C3AR1	719
C3CER1	23739
C3orf14	57415
C3orf18	51161
C3orf20	84077
C3orf22	152065
C3orf30	152405
C3orf33	285315
C3orf35	339883
C3orf36	80111
C3orf38	285237
C3orf49	132200
C3orf52	79669
C3orf56	285311
C3orf58	205428
C3orf62	375341
C3orf67	200844
C3orf67-AS1	101929238
C3orf70	285382
C3orf79	152118
C3orf80	401097
C3orf84	646498
C3P1	388503
C4A	720
C4A-AS1	106478955
C4B	721
C4B-AS1	106480730
C4BPA	722
C4BPAP1	727859
C4BPAP2	724
C4BPAP3	100421610
C4BPB	725
C4B_2	100293534
C4orf3	401152
C4orf17	84103
C4orf19	55286
C4orf22	255119
C4orf26	152816
C4orf32	132720
C4orf33	132321
C4orf36	132989
C4orf45	152940
C4orf46	201725
C4orf47	441054
C4orf48	401115
C4orf50	389197
C4orf51	646603
C5	727
C5AR1	728
C5AR2	27202
C5orf15	56951
C5orf17	439936
C5orf22	55322
C5orf24	134553
C5orf30	90355
C5orf34	375444
C5orf38	153571
C5orf42	65250
C5orf45	51149
C5orf46	389336
C5orf47	133491
C5orf49	134121
C5orf51	285636
C5orf52	100190949
C5orf56	441108
C5orf58	133874
C5orf60	285679
C5orf63	401207
C5orf64	285668
C5orf66	100996485
C5orf66-AS1	101927953
C5orf66-AS2	340073
C5orf67	101928448
C6	729
C6orf1	221491
C6orf10	10665
C6orf15	29113
C6orf25	80739
C6orf47	57827
C6orf47-AS1	106480731
C6orf48	50854
C6orf52	347744
C6orf58	352999
C6orf62	81688
C6orf89	221477
C6orf99	100130967
C6orf106	64771
C6orf118	168090
C6orf120	387263
C6orf132	647024
C6orf136	221545
C6orf141	135398
C6orf163	206412
C6orf183	389422
C6orf201	404220
C6orf203	51250
C6orf222	389384
C6orf223	221416
C6orf226	441150
C6orf229	101928603
C7	730
C7orf25	79020
C7orf26	79034
C7orf31	136895
C7orf33	202865
C7orf34	135927
C7orf43	55262
C7orf49	78996
C7orf50	84310
C7orf55-LUC7L2	100996928
C7orf57	136288
C7orf61	402573
C7orf62	219557
C7orf65	401335
C7orf66	154907
C7orf69	80099
C7orf71	285941
C7orf72	100130988
C7orf73	647087
C7orf76	401388
C7orf77	154872
C8A	731
C8B	732
C8G	733
C8orf4	56892
C8orf17	100507249
C8orf22	492307
C8orf31	286122
C8orf33	65265
C8orf34	116328
C8orf34-AS1	286189
C8orf37	157657
C8orf37-AS1	100616530
C8orf44	56260
C8orf44-SGK3	100533105
C8orf46	254778
C8orf48	157773
C8orf49	606553
C8orf58	541565
C8orf59	401466
C8orf59P1	106481719
C8orf59P2	106480687
